Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
244,Humboldt House Rehabilitation and Nursing Center,NH,Residential Health Care Facility - SNF,01/01/1901,64 Hager Street,,Buffalo,New York,14208,7168864377,7168860036,,14,Erie,1,Western Regional Office - Buffalo,,,1401340N,"NHRC Acquisition, LLC",68 Hager Street,,Buffalo,New York,14208,,,,,New York,,LLC,42.921112,-78.848213,"(42.921112, -78.848213)"
1059,Martine Center for Rehabilitation and Nursing,NH,Residential Health Care Facility - SNF,01/10/1989,12 Tibbits Avenue,,White Plains,New York,10606,9144280910,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,,,5902317N,Schnur Operations Associates LLC,"4770 White Plains Road, #3",,Bronx,New York,10470,,,,,New York,,LLC,41.023624,-73.776115,"(41.023624, -73.776115)"
10083,ColumbiaDoctors/NewYork-Presbyterian Imaging,DTC,Diagnostic and Treatment Center,10/01/2017,51 West 51st Street,,New York,New York,10019,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002810R,ColumbiaDoctors/NewYork-Presbyterian Imaging,51 West 51st Street,,New York,New York,10019,,,,,New York,,Not for Profit Corporation,40.76092,-73.9804,"(40.76092, -73.9804)"
3993,Manhattanville Health Care Center,NH,Residential Health Care Facility - SNF,11/10/1988,311 W 231st Street,,Bronx,New York,10463,7186018400,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,7000387N,"Manhattanville SBV, LLC",311 W. 231st Street,,Bronx,New York,10463,,,,,New York,,LLC,40.880962,-73.908524,"(40.880962, -73.908524)"
9700,Lenox Health Greenwich Village,HOSP,Hospital,07/17/2014,30 Seventh Avenue,,New York,New York,10011,5164658018,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Lenox Hill Hospital,1450,7002017H,Lenox Hill Hospital,100 East 77 Street,,New York,New York,10021,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042,Not for Profit Corporation,40.737576,-74.000488,"(40.737576, -74.000488)"
9431,St. Peter's Addiction Recovery Center,HOSP,Hospital,12/28/2012,3 Mercycare Lane,,Guilderland,New York,12084,5184526701,,,1,Albany,4,Capital District Regional Office,St Peters Hospital,5,0101004H,St Peters Hospital Inc,315 South Manning Blvd,,Albany,New York,12208,St. Peter's Health Partners,315 South Manning Boulevard,,Albany,New York,12208,Not for Profit Corporation,42.701252,-73.904968,"(42.701252, -73.904968)"
68,Cattaraugus County Department of Health,DTC,Diagnostic and Treatment Center,09/27/1979,1 Leo Moss Drive,,Olean,New York,14760,7163738050,,,4,Cattaraugus,1,Western Regional Office - Buffalo,,,0401200R,Cattaraugus County Health Department,302 Laurens Street,,Olean,New York,14760,,,,,New York,,County,42.086971,-78.450386,"(42.086971, -78.450386)"
1558,Floating Hospital (Incorporated),DTC,Diagnostic and Treatment Center,01/01/1901,25-15 Queens Plaza North,,Long Island City,New York,11101,2128091011,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7002289R,The Floating Hospital (Incorporated),275 Madison Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.750938,-73.940033,"(40.750938, -73.940033)"
696,Sapphire Nursing at Meadow Hill,NH,Residential Health Care Facility - SNF,02/01/1989,172 Meadow Hill Road,,Newburgh,New York,12550,8455641700,8455641727,,35,Orange,6,Metropolitan Area Regional Office - New Rochelle,,,3502305N,"Newburgh Operations, LLC",172 Meadow Hill Road,,Newburgh,New York,12550,,,,,New York,,LLC,41.525883,-74.08931,"(41.525883, -74.08931)"
935,Our Lady of Consolation Nursing and Rehabilitative Care Center,NH,Residential Health Care Facility - SNF,02/01/1979,111 Beach Drive,,West Islip,New York,11795,6315871600,6315875960,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5154319N,Our Lady of Consolation Geriatric Care Center,111 Beach Drive,,West Islip,New York,11795,,,,,New York,,Not for Profit Corporation,40.690891,-73.292473,"(40.690891, -73.292473)"
1138,Blythedale Childrens Hospital,HOSP,Hospital,01/01/1901,95 Bradhurst Avenue,,Valhalla,New York,10595,9145927555,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,,,5957000H,Blythedale Childrens Hospital Inc,Bradhurst Avenue,,Valhalla,New York,10595,,,,,New York,,Not for Profit Corporation,41.076408,-73.798767,"(41.076408, -73.798767)"
4543,St Vincent Depaul Residence,NH,Residential Health Care Facility - SNF,09/28/1992,900 Intervale Avenue,,Bronx,New York,10459,9176459225,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,7000366N,St Vincent Depaul Residence,900 Intervale Ave,,Bronx,New York,10459,Catholic Health Care System,"205 Lexington Avenue, 3rd Floor",,New York,New York,10016,Not for Profit Corporation,40.81908,-73.896103,"(40.81908, -73.896103)"
9481,City Wide Health Facility Inc.,DTC,Diagnostic and Treatment Center,05/06/2013,105 Kings Highway,,Brooklyn,New York,11223,,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001103R,"City Wide Health Facility, Inc.",201 Kings Highway,,Brooklyn,New York,11223,,,,,New York,,Business Corporation,40.606144,-73.987297,"(40.606144, -73.987297)"
267,Kenmore Mercy Hospital,HOSP,Hospital,01/01/1901,2950 Elmwood Avenue,,Kenmore,New York,14217,7164476100,,,14,Erie,1,Western Regional Office - Buffalo,,,1404000H,Kenmore Mercy Hospital,2950 Elmwood Avenue,,Kenmore,New York,14217,"Catholic Health System, Inc.",144 Genesee Street,,Buffalo,New York,14203,Not for Profit Corporation,42.977848,-78.878754,"(42.977848, -78.878754)"
9013,Mobile Medical Unit,,Mobile Hospital Extension Clinic,02/20/2009,460 Brielle Avenue,,Staten Island,New York,10314,,,,7097,Richmond,5,Metropolitan Area Regional Office - New York City,Coney Island Hospital,1294,7001009H,New York City Health and Hospital Corporation,125 Worth Street,,New York,New York,10013,,,,,New York,,Municipality,40.593884,-74.135338,"(40.593884, -74.135338)"
4641,Odyssey House of New York Inc,DTC,Diagnostic and Treatment Center,09/17/1992,666 Broadway  Tenth Floor,,New York,New York,10012,2123611600,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002141R,Odyssey House of New York Inc,666 Broadway  Tenth Floor,,New York,New York,10012,,,,,New York,,Not for Profit Corporation,40.727074,-73.995316,"(40.727074, -73.995316)"
10300,"Oneida Health Roswell Park Oncology, LLC",DTC,Diagnostic and Treatment Center,07/16/2019,601 Seneca Street,,Oneida,New York,13421,3153612351,,,26,Madison,3,Central New York Regional Office,,,2601202R,"Oneida Health Roswell Park Oncology, LLC",601 Seneca Street,,Oneida,New York,13421,,,,,New York,,LLC,,,
130,Chenango County Department of Public Health,DTC,Diagnostic and Treatment Center,09/27/1979,5 Court Street,,Norwich,New York,13815,6073371660,,,8,Chenango,3,Central New York Regional Office,,,0824200R,Chenango County Board of Supervisors,Court Street,,Norwich,New York,13815,,,,,New York,,County,42.531345,-75.525162,"(42.531345, -75.525162)"
232,Elderwood at Amherst,NH,Residential Health Care Facility - SNF,02/01/1989,4459 Bailey Ave,,Amherst,New York,14226,7168352543,,,14,Erie,1,Western Regional Office - Buffalo,,,1451307N,"4459 Bailey Avenue Operating Company, LLC",4459 Bailey Avenue,31st Floor,Amherst,New York,14226,,,,,New York,,LLC,42.977028,-78.813683,"(42.977028, -78.813683)"
639,Onondaga County Department of Health,DTC,Diagnostic and Treatment Center,09/27/1979,421 Montgomery Street,,Syracuse,New York,13202,3154353155,,,33,Onondaga,3,Central New York Regional Office,,,3301203R,Onondaga County Department of Health,County Civic Center,,Syracuse,New York,13202,,,,,New York,,County,43.045815,-76.148727,"(43.045815, -76.148727)"
471,The Unity Hospital of Rochester,HOSP,Hospital,01/01/1901,1555 Long Pond Road,,Rochester,New York,14626,5857237000,,,27,Monroe,2,Western Regional Office - Rochester,,,2754001H,Park Ridge Hospital Inc,1555 Long Pond Road,,Rochester,New York,14626,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,Not for Profit Corporation,43.191551,-77.701538,"(43.191551, -77.701538)"
6462,Medford Multicare Center for Living,NH,Residential Health Care Facility - SNF,09/03/2002,3115 Horseblock Road,,Medford,New York,11763,6317303000,6312860703,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5151319N,"The Nursing Care Center at Medford, Inc.",3115 Horseblock Road,,Medford,New York,11763,,,,,New York,,Business Corporation,40.825726,-72.985023,"(40.825726, -72.985023)"
186,The Pines at Poughkeepsie Center for Nursing & Rehabilitation,NH,Residential Health Care Facility - SNF,02/01/1989,100 Franklin Street,,Poughkeepsie,New York,12601,8454544100,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,1302308N,"Poughkeepsie Crossings, LLC",100 Franklin Street,,Poughkeepsie,New York,12601,,,,,New York,,LLC,41.695976,-73.929611,"(41.695976, -73.929611)"
478,Penfield Place,NH,Residential Health Care Facility - SNF,02/01/1980,1700 Penfield Rd,,Penfield,New York,14526,5855867433,,,27,Monroe,2,Western Regional Office - Rochester,,,2761303N,"Penfield Place, LLC",1700 Penfield Road,,Penfield,New York,14526,,,,,New York,,LLC,43.129601,-77.486,"(43.129601, -77.486)"
1599,VillageCare Rehabilitation and Nursing Center,NH,Residential Health Care Facility - SNF,01/01/1901,214 West Houston Street,,New York,New York,10014,2122061493,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002335N,Village Center for Care,"120 Broadway, Suite 2840",,New York,New York,10271,"Village Care of New York, Inc.","120 Broadway, Suite 2840",,New York,New York,10271,Not for Profit Corporation,40.728577,-74.004524,"(40.728577, -74.004524)"
4,Albany Memorial Hospital,HOSP,Hospital,01/01/1901,600 Northern Blvd,,Albany,New York,12204,5184713221,,,1,Albany,4,Capital District Regional Office,,,0101003H,"Memorial Hospital, Albany NY",Memorial Hospital,,Albany,New York,12204,Trinity Health Corporation,20555 Victor Parkway,,Livonia,New York,48152,Not for Profit Corporation,42.674271,-73.749268,"(42.674271, -73.749268)"
6826,"Endoscopic Diagnostic and Treatment Center, LLC",DTC,Diagnostic and Treatment Center,01/20/2006,560-564 Bay Ridge Parkway,,Brooklyn,New York,11209,7187485219,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001122R,"Endoscopic Diagnostic and Treatment Center, LLC",560-564 Bay Ridge Parkway,,Brooklyn,New York,11209,,,,,New York,,LLC,40.628529,-74.021156,"(40.628529, -74.021156)"
511,NYU Winthrop Hospital,HOSP,Hospital,01/01/1901,259 First Street,,Mineola,New York,11501,5166630333,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,NYU Langone Hospitals,1463,7002053H,NYU Langone Hospitals,550 First Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.741699,-73.643082,"(40.741699, -73.643082)"
677,Clifton Springs Hospital and Clinic Extended Care,NH,Residential Health Care Facility - SNF,01/01/1901,2 Coulter Road,,Clifton Springs,New York,14432,3154629561,,,34,Ontario,2,Western Regional Office - Rochester,,,3421000N,Clifton Springs Sanitarium Co,2 Coulter Road,,Clifton Springs,New York,14432,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,Not for Profit Corporation,42.960537,-77.138863,"(42.960537, -77.138863)"
1635,St Johns Episcopal Hospital So Shore,HOSP,Hospital,09/27/1979,327 Beach 19th Street,,Far Rockaway,New York,11691,7188687320,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7001024H,Episcopal Health Services Inc,393 Front St,,Hempstead,New York,11550,,,,,New York,,Not for Profit Corporation,40.598637,-73.752769,"(40.598637, -73.752769)"
413,Strong Memorial Hospital,HOSP,Hospital,01/01/1901,601 Elmwood Avenue,,Rochester,New York,14642,5852758387,5852731118,,27,Monroe,2,Western Regional Office - Rochester,,,2701005H,University of Rochester Inc,601 Elmwood Avenue,,Rochester,New York,14620,,,,,New York,,Not for Profit Corporation,43.124336,-77.623779,"(43.124336, -77.623779)"
949,Brookside Multicare Nursing Center,NH,Residential Health Care Facility - SNF,08/01/1980,7 Route 25A,,Smithtown,New York,11787,6317242200,6317240062,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5157318N,"Optima Care Smithtown, LLC",7 Route 25A,,Smithtown,New York,11787,,,,,New York,,LLC,40.859619,-73.213394,"(40.859619, -73.213394)"
581,Degraff Memorial Hospital,HOSP,Hospital,08/21/1979,445 Tremont Street,,North Tonawanda,New York,14120,7166944500,,,31,Niagara,1,Western Regional Office - Buffalo,Buffalo General Medical Center,207,1401014H,Kaleida Health,100 High Street,,Buffalo,New York,14203,,,,,New York,,Not for Profit Corporation,43.026154,-78.862457,"(43.026154, -78.862457)"
5911,"Fingerlakes UCP, Inc",DTC,Diagnostic and Treatment Center,12/07/1995,731 Pre-Emption Road,,Geneva,New York,14456,3157896828,,,34,Ontario,2,Western Regional Office - Rochester,,,3402201R,"Fingerlakes UCP, Inc",731 Pre-Emptton Road,,Geneva,New York,14456,,,,,New York,,Not for Profit Corporation,42.867603,-77.010979,"(42.867603, -77.010979)"
9181,Endoscopy Center of Central New York,DTC,Diagnostic and Treatment Center,12/14/2010,4000 Medical Center Drive,,Fayetteville,New York,13066,3153297301,3153297308,,33,Onondaga,3,Central New York Regional Office,,,3328200R,"AGCNY East, LLC","4870 Broad Road, Suite 3Q",,Syracuse,New York,13215,,,,,New York,,LLC,43.040112,-76.02179,"(43.040112, -76.02179)"
9516,FMS Kidney Care - Newark,DTC,Diagnostic and Treatment Center,08/08/2013,305 West Shore Blvd.,,Newark,New York,14513,3153312472,,,58,Wayne,2,Western Regional Office - Rochester,,,5820201R,"Freedom Center of Newark, LLC",305 West Shore Boulevard,,Newark,New York,14513,,,,,New York,,LLC,43.049522,-77.109428,"(43.049522, -77.109428)"
2544,Campbell Hall Rehabilitation Center Inc,NH,Residential Health Care Facility - SNF,09/01/1982,23 Kiernan Rd,,Campbell Hall,New York,10916,8452948154,,,35,Orange,6,Metropolitan Area Regional Office - New Rochelle,,,3557302N,Campbell Hall Rehabilitation Center Inc,23 Kiernan,,Campbell Hall,New York,10910,,,,,New York,,Business Corporation,41.45332,-74.280342,"(41.45332, -74.280342)"
1002,Ellenville Regional Hospital,,Primary Care Hospital - Critical Access Hospital,07/16/2004,10 Healthy Way,,Ellenville,New York,12428,8456476400,,,55,Ulster,6,Metropolitan Area Regional Office - New Rochelle,,,5526700C,"Westchester-Ellenville Hospital, Inc","Rte 209,Shoprite Blvd",,Ellenville,New York,14280,,,,,New York,,Not for Profit Corporation,41.732235,-74.380661,"(41.732235, -74.380661)"
1231,Eastchester Rehabilitation and Health Care Center,NH,Residential Health Care Facility - SNF,02/01/1980,2700 Eastchester Road,,Bronx,New York,10469,7182315550,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,7000383N,"Eastchester Rehabilitation and Health Care Center, LLC",2700 Eastchester Road,,Bronx,New York,10469,,,,,New York,,LLC,40.865871,-73.843262,"(40.865871, -73.843262)"
1490,Gouverneur Diagnostic and Treatment Center,DTC,Diagnostic and Treatment Center,01/01/1901,227 Madison Street,,New York,New York,10002,2122387000,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002103R,New York City Health and Hospital Corporation,125 Worth Street,,New York,New York,10013,"Gotham Health FQHC, Inc.",Care of NYC Health and Hospital Corp.,125 Worth Street,New York,New York,10013,Municipality,40.712891,-73.987694,"(40.712891, -73.987694)"
6178,Medex Diagnostic and Treatment Center,DTC,Diagnostic and Treatment Center,08/13/2000,111-29 Queens Blvd,,Forest Hills,New York,11375,7182758900,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7003254R,Medex Diagnostic and Treatment Center,111-29 Queens Blvd,,Foret Hills,New York,11375,,,,,New York,,LLC,40.719143,-73.838135,"(40.719143, -73.838135)"
4136,Brook Plaza Ambulatory Surgical Center Inc,DTC,Diagnostic and Treatment Center,06/27/1989,1901 Utica Avenue,,Brooklyn,New York,11234,7189681515,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001263R,Brook Plaza Ambulatory Surgical Center Inc,1901 Utica Avenue,,Brooklyn,New York,11234,,,,,New York,,Business Corporation,40.625282,-73.927483,"(40.625282, -73.927483)"
9691,South Nassau Communities Hospital Off-Campus Emergency Department,HOSP,Hospital,06/30/2014,325 East Bay Drive,,Long Beach,New York,11561,5168701010,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Mount Sinai South Nassau,527,2950001H,South Nassau Communities Hospital Inc,2445 Oceanside Road,,Oceanside,New York,11572,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029,Not for Profit Corporation,40.594237,-73.654958,"(40.594237, -73.654958)"
752,Putnam Hospital Center,HOSP,Hospital,01/01/1901,670 Stoneleigh Avenue,,Carmel,New York,10512,8452795711,,,39,Putnam,6,Metropolitan Area Regional Office - New Rochelle,,,3950000H,"Health Quest Systems, Inc.",Stoneleigh Avenue,,Carmel,New York,10512,Putnam Hospital Center,Stoneleigh Avenue,,Carmel,New York,10512,Not for Profit Corporation,41.384766,-73.664413,"(41.384766, -73.664413)"
1034,Wayne County Nursing Home,NH,Residential Health Care Facility - SNF,01/01/1901,1529 Nye Road,,Lyons,New York,14489,3159465673,,,58,Wayne,2,Western Regional Office - Rochester,,,5823302N,Wayne County Board of Supervisors,Church Street,,Lyons,New York,14489,,,,,New York,,County,43.06424,-77.028801,"(43.06424, -77.028801)"
3293,Eddy Memorial Geriatric Center,NH,Residential Health Care Facility - SNF,02/04/1985,2256 Burdett Avenue,,Troy,New York,12180,5182749890,,,41,Rensselaer,4,Capital District Regional Office,,,4102309N,"James A Eddy Memorial Geriatric Ctr, Inc",2256 Burdett Avenue,,Troy,New York,12180,St. Peter's Health Partners,315 South Manning Boulevard,,Albany,New York,12208,Not for Profit Corporation,42.734924,-73.670921,"(42.734924, -73.670921)"
1249,Triboro Center for Rehabilitation and Nursing,NH,Residential Health Care Facility - SNF,01/01/1901,1160 Teller Ave,,Bronx,New York,10456,7182931500,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,7000398N,DOJ OPERATIONS ASSOCIATES LLC,1160 Teller Avenue,,Bronx,New York,10456,,,,,New York,,LLC,40.831406,-73.912041,"(40.831406, -73.912041)"
7278,Bethel Nursing & Rehabilitation Center,NH,Residential Health Care Facility - SNF,12/02/1997,67 Springvale Road,,Croton-On-Hudson,New York,10520,9147396700,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,,,5921301N,"Bethel Springvale Nursing Home, Inc",67 Springvale Road,,Croton-On-Hudson,New York,10520,,,,,New York,,Not for Profit Corporation,41.233246,-73.916168,"(41.233246, -73.916168)"
9306,Bridgewater Center for Dialysis,DTC,Diagnostic and Treatment Center,03/13/2012,159-163 Front Street,,Binghamton,New York,13902,6077227225,6077720061,,3,Broome,3,Central New York Regional Office,,,0301204R,"Bridgewater CFD, LLC",159-163 Front Street,,Binghamton,New York,13902,,,,,New York,,LLC,42.100979,-75.916901,"(42.100979, -75.916901)"
983,Beechtree Center for Rehabilitation and Nursing,NH,Residential Health Care Facility - SNF,12/16/1986,318 South Albany Street,,Ithaca,New York,14850,6072734166,,,54,Tompkins,3,Central New York Regional Office,,,5401312N,"BTRNC, LLC","One Hillcrest Center Drive, Suite #225",,Spring Valley,New York,10977,,,,,New York,,LLC,42.436283,-76.50164,"(42.436283, -76.50164)"
3826,Peconic Bay Skilled Nursing Facility,NH,Residential Health Care Facility - SNF,08/06/1987,1300 Roanoke Avenue,,Riverhead,New York,11901,6315486260,6315486273,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5155000N,Central Suffolk Hospital,1300 Roanoke,,Riverhead,New York,11901,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042,Not for Profit Corporation,40.933643,-72.674278,"(40.933643, -72.674278)"
1524,United Wire Metal & Machine Medical Center,DTC,Diagnostic and Treatment Center,01/01/1901,24-09 38th Avenue,,Long Island City,New York,11101,2126914100,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7002232R,United Wire Metal and Machine Health And Welfare Fund,10 East 15 Street,,New York City,New York,10003,,,,,New York,,Not for Profit Corporation,40.756306,-73.936602,"(40.756306, -73.936602)"
1601,Henry J. Carter Skilled Nursing Facility,NH,Residential Health Care Facility - SNF,02/01/1980,1752 Park Avenue,,New York,New York,10035,6466860057,6466860081,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002337N,New York City Health and Hospital Corporation,125 Worth Street,,New York,New York,10013,,,,,New York,,Municipality,40.802979,-73.940811,"(40.802979, -73.940811)"
1098,St. Joseph's Medical Center,HOSP,Hospital,01/01/1901,127 South Broadway,,Yonkers,New York,10701,9143787000,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,,,5907002H,"St. Josephs Hospital, Yonkers",127 S Broadway,,Yonkers,New York,10701,,,,,New York,,Not for Profit Corporation,40.929512,-73.896957,"(40.929512, -73.896957)"
6480,Digestive Health Center of Huntington,DTC,Diagnostic and Treatment Center,12/23/2002,195 East Main Street,,Huntington,New York,11743,6313858677,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5153212R,"DHCH, LLC","195 East Main Street, Suite A",,Huntington,New York,11743,,,,,New York,,LLC,40.881016,-73.397766,"(40.881016, -73.397766)"
7699,West Midtown Medical Group,DTC,Diagnostic and Treatment Center,02/03/1999,311 West 35th Street,,New York,New York,10001,2127365900,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002163R,"West Midtown Management Group, Inc",311 West 35th Street,,New York,New York,10001,,,,,New York,,Business Corporation,40.753273,-73.99382,"(40.753273, -73.99382)"
1236,Mosholu Parkway Nursing & Rehabilitation Center,NH,Residential Health Care Facility - SNF,01/01/1901,3356 Perry Avenue,,Bronx,New York,10467,7186553568,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,7000329N,Mosholu Parkway Nursing&Rehabilitation Center LLC,3356 Perry Avenue,,Brooklyn,New York,11204,,,,,New York,,LLC,40.87849,-73.874489,"(40.87849, -73.874489)"
1380,"Caton Park Rehabilitation and Nursing Center, LLC",NH,Residential Health Care Facility - SNF,02/01/1980,1312 Caton Avenue,,Brooklyn,New York,11226,7186937000,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001366N,"Caton Park Rehabilitation and Nursing Center, LLC",1312 Caton Avenue,,Brooklyn,New York,11226,,,,,New York,,LLC,40.649609,-73.967712,"(40.649609, -73.967712)"
2574,Heritage Green Rehab & Skilled Nursing,NH,Residential Health Care Facility - SNF,01/01/1991,"P.O. Box 400, Route 430",,Greenhurst,New York,14742,7164835000,,,6,Chautauqua,1,Western Regional Office - Buffalo,,,0658301N,"The Gerry Homes, Inc",Heritage Village Route 60,,Gerry,New York,14760,,,,,New York,,Not for Profit Corporation,42.1194,-79.310501,"(42.1194, -79.310501)"
6683,"Finger Lakes Migrant Health Care Project, Inc.",DTC,Diagnostic and Treatment Center,09/22/2004,6341 Ridge Road,,Sodus,New York,14551,3154831199,,,58,Wayne,2,Western Regional Office - Rochester,,,5861200R,"Finger Lakes Migrant Health Care Project, Inc.","165 Main Street, P.O. Box 423",,Penn Yan,New York,14527,,,,,New York,,Not for Profit Corporation,43.255342,-77.066957,"(43.255342, -77.066957)"
559,"Excel at Woodbury for Rehabilitation and Nursing, LLC",NH,Residential Health Care Facility - SNF,01/01/1901,8533 Jericho Tpke,,Woodbury,New York,11797,5166924100,5166927571,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2952309N,"Excel at Woodbury for Rehabilitation and Nursing, LLC",8533 Jericho Turnpike,,Woodbury,New York,11797,,,,,New York,,LLC,40.8186,-73.458008,"(40.8186, -73.458008)"
5726,Ezras Choilim Health Center Inc,DTC,Diagnostic and Treatment Center,09/23/2004,49 Forest Road,,Monroe,New York,10950,8457837040,,,35,Orange,6,Metropolitan Area Regional Office - New Rochelle,,,3526201R,"Ezras Choilim Health Center, Inc",550 Forest Road,,Monroe,New York,10950,,,,,New York,,Not for Profit Corporation,41.339684,-74.170616,"(41.339684, -74.170616)"
772,Diamond Hill Nursing and Rehabilitation Center,NH,Residential Health Care Facility - SNF,05/24/1988,100 New Turnpike Road,,Troy,New York,12182,5182351410,,,41,Rensselaer,4,Capital District Regional Office,,,4161305N,Diamond Hill Operator LLC,100 New Turnpike Road,,Troy,New York,12182,,,,,New York,,LLC,42.793602,-73.663467,"(42.793602, -73.663467)"
1450,Lenox Hill Hospital,HOSP,Hospital,01/01/1901,100 East 77th Street,,New York,New York,10021,2124342060,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002017H,Lenox Hill Hospital,100 East 77 Street,,New York,New York,10021,"Northwell Quality and Medical Affairs, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042,Not for Profit Corporation,40.773907,-73.960632,"(40.773907, -73.960632)"
4815,NYS Veterans Home In NYC,NH,Residential Health Care Facility - SNF,12/31/1993,178-50 Linden Blvd,,Jamaica,New York,11434,7189900329,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7003383N,New York State Department of Health,Empire State Plaza,Corning Tower  Room 1683,Albany,New York,12237,,,,,New York,,State,40.692551,-73.769135,"(40.692551, -73.769135)"
4009,"Millard Fillmore Surgery Center, LLC",DTC,Diagnostic and Treatment Center,11/28/2007,215 Klein Road,,Williamsville,New York,14221,7168598478,,,14,Erie,1,Western Regional Office - Buffalo,,,1451202R,"Millard Fillmore Surgery Center, LLC",215 Klein Road,,Williamsville,New York,14221,,,,,New York,,LLC,43.000877,-78.729836,"(43.000877, -78.729836)"
1159,Soldiers and Sailors Memorial Hospital Extended Care Unit,NH,Residential Health Care Facility - SNF,01/01/1901,418 North Main Street,,Penn Yan,New York,14527,3155312700,,,61,Yates,2,Western Regional Office - Rochester,,,6120000N,"Soldiers and Sailors Memorial Hospital of Yates County, Inc.",418 North Main St,,Penn Yan,New York,14527,,,,,New York,,Not for Profit Corporation,42.670712,-77.059822,"(42.670712, -77.059822)"
795,Rockland County Health Department,DTC,Diagnostic and Treatment Center,09/27/1979,Sanatorium Road,,Pomona,New York,10970,8453642512,,,43,Rockland,6,Metropolitan Area Regional Office - New Rochelle,,,4353200R,Rockland County Health Department,New Hempstead Road,,New City,New York,10956,,,,,New York,,County,41.161587,-74.03653,"(41.161587, -74.03653)"
8554,Aurelia Osborn Fox Memorial Hospital - Tri Town Campus,HOSP,Hospital,01/11/2008,43 Pearl Street West,,Sidney,New York,13838,6075612021,,,12,Delaware,4,Capital District Regional Office,Aurelia Osborn Fox Memorial Hospital,739,3801000H,Aurelia Osborn Fox Memorial Hospital Society Inc,One Norton Avenue,,Oneonta,New York,13820,Bassett Healthcare Network,1 Atwell Road,,Cooperstown,New York,13326,Not for Profit Corporation,42.30471,-75.39492,"(42.30471, -75.39492)"
961,Sullivan County Public Health Services,DTC,Diagnostic and Treatment Center,09/27/1979,(P.O. Box 590) Infirmary Road,,Liberty,New York,12754,8452920100,,,52,Sullivan,6,Metropolitan Area Regional Office - New Rochelle,,,5220202R,Sullivan County Board of Supervisors c/o County PHNS,Sullivan Co Government Center,,Monticello,New York,12754,,,,,New York,,County,41.784344,-74.711487,"(41.784344, -74.711487)"
